experiment,sample_id,wer,ground_truth,prediction,english_reference_tokens,korean_prediction_tokens
base_forced_ko,229a1dad-5622-44e5-a193-a8f895563480,1.0,We're pitching to a major 재벌 for Series B funding next Tuesday.,저희 EV sore者 Unámwinacking,"We're, pitching, to, a, major, for, Series, B, funding, next, Tuesday",저희
base_forced_ko,cce1a2d2-5546-4e22-9e78-aef33606f4c4,1.0,"Wait, so 오빠 doesn't just mean “older brother”?",объяс영porter,"Wait, so, doesn't, just, mean, older, brother",영
base_forced_ko,2239daf7-e9a8-4025-b654-2a9137a6f3ad,1.0,"I just want a day with 맛있는 거 먹고 아무것도 안 하기, is that too much to ask?",그리고 저하 votre 왠지,"I, just, want, a, day, with, is, that, too, much, to, ask","그리고, 저하, 왠지"
base_forced_ko,c42a3069-2cc6-4c78-afd6-43ddd6e8368c,1.0,The presentation was going smoothly until the CEO started asking those 뜬금없는 questions out of nowhere.,시� peel solamente 공단하기 Ihrer 영상을uche spoke,"The, presentation, was, going, smoothly, until, the, CEO, started, asking, those, questions, out, of, nowhere","시, 공단하기, 영상을"
base_forced_ko,1cdb97dd-8805-49e7-b123-f10e81f480a8,1.0,불국사와 석굴암 are outstanding examples of Buddhist art and architecture from the 신라 dynasty and were inscribed on the UNESCO World Heritage List in 1995 as Korea's first cultural heritage sites.,그국수하부 하,"are, outstanding, examples, of, Buddhist, art, and, architecture, from, the, dynasty, and, were, inscribed, on, the, UNESCO, World, Heritage, List, in, as, Korea's, first, cultural, heritage, sites","그국수하부, 하"
base_forced_ko,e4e133be-936f-4bca-9a96-9c8f794b6c58,0.9230769230769232,"She's like ""진짜 바빠 죽겠어"" but then spends three hours watching TikTok videos.",진짜 바빠 죽겠어. 버튼 스파인드 3hrs 와칭택톡 비디오스.,"She's, like, but, then, spends, three, hours, watching, TikTok, videos","진짜, 바빠, 죽겠어, 버튼, 스파인드, 와칭택톡, 비디오스"
base_forced_ko,2a11fde9-2cbe-49f2-9204-3f3b82b4cdf0,0.9166666666666666,"The movie had great visuals, but it was missing that essential 감동.","Again, a great visual interpretation. 너무 강한 관리 recommendation입니다.","The, movie, had, great, visuals, but, it, was, missing, that, essential","너무, 강한, 관리, 입니다"
base_forced_ko,32b4ea2d-89e9-47f6-80c1-86af6eadc7cb,0.9090909090909092,오늘은 microservices architecture에서 API gateway pattern을 Docker container로 배포하는 작업을 했어.,"오늘은 마이크로atsu Faculty Architecture, apigateway Pattern,","microservices, API, gateway, Docker","오늘은, 마이크로"
base_forced_ko,eb8c39fd-2168-4f72-8ab2-531d358a375e,0.8571428571428571,이번 project는 deadline이 tight해서 team work가 중요해.,이번 프로젝트는 레드라인이 타이틀한 팀워크가 중요해,team,"이번, 프로젝트는, 레드라인이, 타이틀한, 팀워크가, 중요해"
base_forced_ko,25212161-6246-4941-87d0-1fd4f73742f0,0.8461538461538461,환자의 vital signs 확인하고 anesthesia 효과 모니터링하면서 incision 부위의 bleeding control에 신경 쓰겠습니다.,"환자의 바이러스 사인스 확인하고 앤너스세스 디어, 힙합 모니터링 하면서 인시전 부위에 블랙핑 컨트롤의 신경 쓰겠습니다.","vital, signs, anesthesia, incision, bleeding","환자의, 바이러스, 사인스, 확인하고, 앤너스세스, 디어, 힙합, 모니터링, 하면서, 인시전, 부위에, 블랙핑, 컨트롤의, 신경, 쓰겠습니다"
base_forced_ko,f04583b1-6de5-41f9-b683-e7cef80ab2c5,0.8,영국 사람들은 왜 afternoon tea time에 scone을 꼭 먹는 거야?,한국 사람들은 왜 엥터니티 타임에 스코어 앨범 먹는거야?,"afternoon, tea","한국, 사람들은, 왜, 엥터니티, 타임에, 스코어, 앨범, 먹는거야"
base_forced_ko,23007e58-9c57-4717-b133-cff78e53386c,0.8,She built the document based on 보여주기용 보고에 익숙한 관성.,"시 빌드다키멘트, 베이스던 보여주기용 보호의 익숙한 환성.","She, built, the, document, based, on","시, 빌드다키멘트, 베이스던, 보여주기용, 보호의, 익숙한, 환성"
base_forced_ko,36b11c74-e5fc-4b92-91d1-99e5aaa04ec3,0.8,잠깐 mute 하고 전화 받을게,잠깐 뮤트 하고서 하나 버릴게,mute,"잠깐, 뮤트, 하고서, 하나, 버릴게"
base_forced_ko,0975b224-0a24-49f8-be6f-8cb899a4e160,0.75,"환자 기도부터 확보합시다. Intubation 진행해주시고, central line 확보해주세요.",환자 기도부터 확보합시다. Intubation 진행해 주시고 Central Line 확보해 주세요.,"Intubation, central, line","환자, 기도부터, 확보합시다, 진행해, 주시고, 확보해, 주세요"
base_forced_ko,d173986c-44f1-4ae3-9935-11af65598db2,0.75,영화 runtime 몇 분이야?,영어 런타임 몇 분이야,runtime,"영어, 런타임, 몇, 분이야"
base_forced_ko,e081a9f7-6ff5-4cfd-abd3-80e932ddb524,0.6666666666666666,"The cinematography was absolutely stunning, but honestly the story was kind of predictable and I kept thinking ""아 이거 뻔해"" throughout the whole movie.","이 치 involvery이 Otherwise the story was kind of predictable I kept thinking, disgustingدا","The, cinematography, was, absolutely, stunning, but, honestly, the, story, was, kind, of, predictable, and, I, kept, thinking, throughout, the, whole, movie","이, 치, 이"
base_forced_ko,744d24f6-12f8-499c-a4f2-0272faf00c8e,0.6666666666666666,"어제 database migration 돌리다가 timeout 에러가 계속 나서, connection pool size를 늘려봤는데도 해결이 안 되더라고.",어제 데이터베이스 마이크리션 돌리다가 타임 아우드에 들어가 계속 나서 컨넬션 풀 사이즈를 늘려봤는데도 해결이 안 되더라고,"database, migration, timeout, connection, pool","어제, 데이터베이스, 마이크리션, 돌리다가, 타임, 아우드에, 들어가, 계속, 나서, 컨넬션, 풀, 사이즈를, 늘려봤는데도, 해결이, 안, 되더라고"
base_forced_ko,2a33f8b1-ad54-4b72-b25b-e3320ba6a429,0.6363636363636364,"수술 전에 환자분께 fasting 지키셨는지 꼭 확인하시고, consent form도 서명 받아주세요.","수술 전에 환자분께 파스팅 지키셨는지 꼭 확인하시고 컨셉 4음, doves 설명 받아주세요","fasting, consent","수술, 전에, 환자분께, 파스팅, 지키셨는지, 꼭, 확인하시고, 컨셉, 음, 설명, 받아주세요"
base_forced_ko,0edf1dfc-e071-4ea8-b34f-1115c36cca47,0.625,Suction 좀 더 강하게 해주세요. Bleeding이 계속되고 있어요.,Foxtio 좀 더 가게 해주세요. Believe in gavukdo位ーツ,Suction,"좀, 더, 가게, 해주세요"
base_forced_ko,6e15b5d6-9f36-4ffd-a51a-c461ca17adcb,0.625,Starbucks americano는 너무 bitter해서 설탕 꼭 넣어야 돼.,Starbucks 아메리카는 너무 빗어 해서 살탕국 넣어야 돼,Starbucks,"아메리카는, 너무, 빗어, 해서, 살탕국, 넣어야, 돼"
base_forced_ko,e9ebf070-087d-4615-8f29-64adcd15c125,0.6,not really는 꼭 부정은 아니야.,나 릴리는 꼭 부정은 아니야,not,"나, 릴리는, 꼭, 부정은, 아니야"
base_forced_ko,11eacd1e-7680-4e35-a825-30dbc0325b0b,0.6,"I'm good은 괜찮다는 뜻일 수도 있고, 거절의 뉘앙스일 수도 있어.",I'm good. 쓴 괜찮다는 뜻일 수도 있고 거절에 대한 수일 수도 있어.,I'm,"쓴, 괜찮다는, 뜻일, 수도, 있고, 거절에, 대한, 수일, 수도, 있어"
base_forced_ko,3cf5180f-b9d8-43ba-b7de-8682044598f5,0.6,다음 주 deployment 전에 database migration test를 꼭 완료해야 돼.,다음 주 deployment 저는beltvdmi creation 테스트를 꼭 관리해야 됩니다,"deployment, database, migration","다음, 주, 저는, 테스트를, 꼭, 관리해야, 됩니다"
base_forced_ko,b4e85799-8424-472c-b86f-99ca0056b842,0.6,"sprint planning 중에 story point 산정하고 있는데, stakeholder들이 갑자기 들어와서 scope 바꾸자고 하니까 진짜 멘붕이었어.",스프린트 플랫인 중에 스토리 포인트 선정하고 있는데 스프리코더들이 갑자기 들어와서 스프리코드 바꾸자고 하니까 진짜 맨붕이었어.,"sprint, planning, story, point, scope","스프린트, 플랫인, 중에, 스토리, 포인트, 선정하고, 있는데, 스프리코더들이, 갑자기, 들어와서, 스프리코드, 바꾸자고, 하니까, 진짜, 맨붕이었어"
base_forced_ko,679a9dd2-96e2-4222-8618-0134a3c99747,0.6,"축하드립니다, stitch out 해도 되겠어요.",축하드립니다. 스테치 아웃 해도 되겠어요.,"stitch, out","축하드립니다, 스테치, 아웃, 해도, 되겠어요"
base_forced_ko,ab4c4d03-2c7e-4367-a7a0-c9e67fcf3ecb,0.6,"""어제 발표가 완전 out of the blue였어, 준비할 시간도 없었다고.""",어제 발표가 완전 아르드블루이였어. 준비할 시간도 없었다고.,"out, of, the","어제, 발표가, 완전, 아르드블루이였어, 준비할, 시간도, 없었다고"
base_forced_ko,3c294a2b-9734-43b1-890d-cc659f193fc0,0.5833333333333334,"even though랑 although는 거의 비슷한데, 앞뒤 문장 위치에 따라 어색할 수도 있어.",입은 누우랑 언론은 거의 비슷한데 앞뒤문장 위치에 따라 오색할 수도 있어.,even,"입은, 누우랑, 언론은, 거의, 비슷한데, 앞뒤문장, 위치에, 따라, 오색할, 수도, 있어"
base_forced_ko,b3607a57-c6bc-4df0-b3b2-52a7c52951a7,0.5789473684210527,"I heard my friend say 진짜 대박! when she saw the concert tickets—does it mean something like ""totally awesome?""","제 친구는 친사태 박, when she saw the concert tickets. Does it mean something like totally awesome?","I, heard, my, friend, say, when, she, saw, the, concert, tickets, does, it, mean, something, like, totally, awesome","제, 친구는, 친사태, 박"
base_forced_ko,3a0f576b-0cdd-4581-bf33-83e378598775,0.5789473684210527,"어제 meeting에서 PM이 갑자기 deadline을 일주일 앞당기자고 하는데, 아직 unit test도 다 못 끝냈다고 했더니 그냥 skip하고 deploy하자고 하더라고.",어제 메링에서 PM이 갑자기 때리는 일주일 앞당기다고 하는데 아직 유니 테스트도 다 못 끝났다고 했더니 그냥 스킵하고 디플레이 하자고 하더라고,unit,"어제, 메링에서, 이, 갑자기, 때리는, 일주일, 앞당기다고, 하는데, 아직, 유니, 테스트도, 다, 못, 끝났다고, 했더니, 그냥, 스킵하고, 디플레이, 하자고, 하더라고"
base_forced_ko,23c75bc9-e528-452e-afaa-00f32ae50499,0.5714285714285714,본 연구에서 개발한 센서는 real-time monitoring capability를 갖추고 있어 산업 현장에서의 품질 관리에 효과적이다.,"도운 연구에서 개발한 센서는 리얼타임, 모인턴, 키포 브러리티를 갖추고 있어 하나 편장에서의 품질 관리에 효과적이다","real-time, monitoring","도운, 연구에서, 개발한, 센서는, 리얼타임, 모인턴, 키포, 브러리티를, 갖추고, 있어, 하나, 편장에서의, 품질, 관리에, 효과적이다"
base_forced_ko,97c681da-7abe-43fd-ac9c-1f8a28e4667c,0.5714285714285714,한국인들은 서구권의 tipping 문화에 충격을 받고는 해.,한국인들은 서곡권의 탭핑 문화에 충격을 바꾸는 애,tipping,"한국인들은, 서곡권의, 탭핑, 문화에, 충격을, 바꾸는, 애"
base_forced_ko,b4512e66-3b40-43a5-99fd-48b8cb207c4c,0.5454545454545454,pull request 올리기 전에 test case 한 번 더 체크해 봐.,풀 리켓을 올리기 전에 테스트 케이스 한 번 더 체크해봐,"pull, request, test, case","풀, 리켓을, 올리기, 전에, 테스트, 케이스, 한, 번, 더, 체크해봐"
base_forced_ko,41c0ece2-c631-4691-b260-7b51a47dac2c,0.5384615384615384,I should have done it earlier 이 문장에서 왜 후회하는 느낌이 나는 거죠?,아쉬를 더는 아일리어 이 문장에서 왜 후회하는 느낌이 나는 거죠,"I, should, have, done, it, earlier","아쉬를, 더는, 아일리어, 이, 문장에서, 왜, 후회하는, 느낌이, 나는, 거죠"
base_forced_ko,fb9f941f-1a37-4445-b5af-f7c703b3ff16,0.5384615384615384,We should incorporate K-pop elements into our campaign—젊은 세대한테 appeal하기가 훨씬 쉬워질 거야.,We should incorporate kpop elements into our campaign. 젊은 세대한테 오피을 하기가 훨씬 쉬워질거야.,"We, should, incorporate, K-pop, elements, into, our, campaign","젊은, 세대한테, 오피을, 하기가, 훨씬, 쉬워질거야"
base_forced_ko,70aaa6b8-665d-4db9-a067-e64bc00771c3,0.5,이번 주 안에 끝낼 수 있어? I don't think two days are enough for full integration.,이벤튼 안에 끊을 수 있어 I don't think 2day for enough for full integration,"I, don't, think, two, days, are, enough, for, full, integration","이벤튼, 안에, 끊을, 수, 있어"
base_forced_ko,6a56122a-a59c-4c52-987a-227a962c367f,0.5,근데 present perfect 쓸 땐 왜 have랑 과거분사가 같이 나와?,근데 프레전드 프로필트필 때 왜 해부랑 과거분사가 같이 나와?,"present, perfect","근데, 프레전드, 프로필트필, 때, 왜, 해부랑, 과거분사가, 같이, 나와"
base_forced_ko,9b85279e-2cc8-4699-9ed4-93c47f511d38,0.4666666666666667,"I would recommend, 이 project를 잘 아는 사람으로서, QA를 다음 주에 하는게 좋을 것 같아.",I will recommend 이 프로젝트를 잘 아는 사람으로서 QA를 다음 주에 하는 게 좋을 것 같아요,"I, would, recommend","이, 프로젝트를, 잘, 아는, 사람으로서, 를, 다음, 주에, 하는, 게, 좋을, 것, 같아요"
base_forced_ko,5e3a4f82-287d-4b6b-9601-f1d7e36ffad5,0.4666666666666667,새로운 제안에 대해 부정적 의견이 많으니까 좀 더 다듬어서 sweeten the deal 할 방법 찾아보자.,새로운 제안에 대해 부정적 의견이 많으니까 수줘도 다듬어서 스윗든드 뇌어는 페리아 방법 찾아보세요,"sweeten, the, deal","새로운, 제안에, 대해, 부정적, 의견이, 많으니까, 수줘도, 다듬어서, 스윗든드, 뇌어는, 페리아, 방법, 찾아보세요"
base_forced_ko,0b105c61-8584-4946-b148-8e835403ac2b,0.4615384615384615,"환자 vital sign은 안정적이고, anesthesia도 잘 들어갔네요. 이제 incision 부위를 disinfection하고 procedure 시작하겠습니다.","환자, 라이러 사인을 안정적이고, 애니셔도 잘 들어갔네요. 이제 인세션 부위를 디스인팩션하고, procedure 시작하겠습니다.","vital, incision, procedure","환자, 라이러, 사인을, 안정적이고, 애니셔도, 잘, 들어갔네요, 이제, 인세션, 부위를, 디스인팩션하고, 시작하겠습니다"
base_forced_ko,4332218e-05a3-41c3-a030-2f6450ce5e1e,0.4444444444444444,어제 meeting에서 나온 feedback 정리해서 내일까지 report 작성해야 해.,어제 미팅에서 나온 피드백 정리해서 내일까지 리포트 작성해야 해,"feedback, report","어제, 미팅에서, 나온, 피드백, 정리해서, 내일까지, 리포트, 작성해야, 해"
base_forced_ko,b67ce954-e48d-44c6-b63e-33cef4b4ac66,0.4285714285714285,"Actually, 이번 마케팅 캠페인을 담당하고 있는 입장에서, budget을 좀 더 늘려야 할 것 같아.",사실 이번 마케팅 캠페이네가 넘는 입장에 더 버집을 좀 더 늘려야 할 것 같아.,Actually,"사실, 이번, 마케팅, 캠페이네가, 넘는, 입장에, 더, 버집을, 좀, 더, 늘려야, 할, 것, 같아"
base_forced_ko,e40bac44-a007-4010-97c0-b5aeac8d0261,0.4166666666666667,"DM 환자분이신데, HbA1c 수치가 9.2%로 나와서 insulin therapy 시작해야 할 것 같습니다.",DM 환자군이신데 HBA1C 수치가 9.2%로 나오지 인솔은 대입 시작해야 할 것 같습니다.,"DM, insulin, therapy","환자군이신데, 수치가, 로, 나오지, 인솔은, 대입, 시작해야, 할, 것, 같습니다"
base_forced_ko,2becb78e-5ba4-43ce-a879-9a68c39e6bd3,0.4,"걔가 The New York Times 기사 link 보내줬는데 꽤 흥미롭더라.

",제가 The New York Times 기사 링크 보내줬는데 꽤 흥미로 없더라구요.,"The, New, York, Times, link","제가, 기사, 링크, 보내줬는데, 꽤, 흥미로, 없더라구요"
base_forced_ko,70994dd7-504d-4ed9-aa92-af3eae65d76a,0.3809523809523809,The model was trained using a combination of contrastive and generative objectives. 두 손실 함수의 균형이 최종 성능에 큰 영향을 미쳤다.,The model was trying to use a combination of contrastive and generative objectives. 두 손실함수의 균형이 최종선능의 큰 역향을 미쳤다.,"The, model, was, trained, using, a, combination, of, contrastive, and, generative, objectives","두, 손실함수의, 균형이, 최종선능의, 큰, 역향을, 미쳤다"
base_forced_ko,d3f14803-e02a-4360-a473-e11dea7bec62,0.375,식당에서 만난 아저씨가 Have a lovely day라고 말씀하셨어요.,식당에서 만나 나저씨가 Have a lovely day라고 말씀하셨어요,"Have, a, lovely","식당에서, 만나, 나저씨가, 라고, 말씀하셨어요"
base_forced_ko,34a7beca-7c7b-4aa6-9aee-28aa3d792bf7,0.3571428571428571,"You know what, 그 사람이 계속 weird하게 행동하는 것 같은데, 혹시 무슨 일 있나요?",이런거 그 사람이 계속 위혈하게 행동하는 것 같은데 혹시 무슨 일 있나요?,"You, know, what","이런거, 그, 사람이, 계속, 위혈하게, 행동하는, 것, 같은데, 혹시, 무슨, 일, 있나요"
base_forced_ko,6b5d52b7-379b-452d-8472-49397f8001a4,0.3333333333333333,DNA 서열 분석 결과의 신뢰도를 높이기 위해 coverage 기준을 30배 이상으로 설정하였다.,DN의 서열 분석 결과의 실내로를 높이기 위해 커브를 지기준을 30배 이상으로 설정하였다.,"DNA, coverage","의, 서열, 분석, 결과의, 실내로를, 높이기, 위해, 커브를, 지기준을, 배, 이상으로, 설정하였다"
base_forced_ko,a573d0f7-d201-4041-9a04-bacb6e85f744,0.3333333333333333,Lumbar drain 진행하겠습니다.,Lumbar Drain 진행하겠습니다.,"Lumbar, drain",진행하겠습니다
base_forced_ko,b1cf76f5-abfc-4537-899e-a9b9e4acd5b0,0.3,환자 ECMO 적용도 고려해야 할 것 같습니다. 전신 CT도 준비해주세요.,환자 ECM은 적용도 고려해야 할 것 같습니다. 전신 CT도 준비해 주세요.,ECMO,"환자, 은, 적용도, 고려해야, 할, 것, 같습니다, 전신, 도, 준비해, 주세요"
base_forced_ko,cd1737be-07ae-4f46-b0f1-9a127b5aa5d1,0.2857142857142857,회의에서 presentation 완벽하게 해서 상사가 엄청 칭찬했어!,회의에서 프로센테이션 완벽하게 해서 상사가 엄청 칭찬했어.,presentation,"회의에서, 프로센테이션, 완벽하게, 해서, 상사가, 엄청, 칭찬했어"
base_forced_ko,e34713c3-82c4-47d9-ac48-60c48bbbb104,0.2727272727272727,실험에 사용된 장치는 high-speed sampling rate를 제공하여 미세 신호 측정에 적합하다. ,실험에 사용된 장치는 5B sampling rate를 제공해요. 미세 신호 측정에 적합하던.,"high-speed, sampling","실험에, 사용된, 장치는, 를, 제공해요, 미세, 신호, 측정에, 적합하던"
base_forced_ko,fc24a59d-26f2-41d2-81e5-7d5c3b71322e,0.25,발표 준비 다 했어? I still need to polish the slides and practice the Q&A section.,파이퓨 준비하겠어? I still need to polish the slides and practice the Q&A section.,"I, still, need, to, polish, the, slides, and, practice, the, Q, A, section","파이퓨, 준비하겠어"
base_forced_ko,cdd3387a-d730-4be1-ae63-0cf4f170665f,0.1875,"Don't forget, in our company, 직급보다 연차가 더 중요한 분위기 still affects how teams work together.","Don't forget, in our company, 지급보다 연차가 더 중요한 분위기, STAY affects how teams work together.","Don't, forget, in, our, company, still, affects, how, teams, work, together","지급보다, 연차가, 더, 중요한, 분위기"
base_forced_ko,24468220-742d-4f89-a224-8cfeab513613,0.1666666666666666,그냥 아무 생각 없이 go with the flow 하다가 여기까지 온 느낌이야.,그냥 아무 생각 없이 Go with the flow 하다가 여기까지 온 느낌이야,"go, with, the, flow","그냥, 아무, 생각, 없이, 하다가, 여기까지, 온, 느낌이야"
base_forced_ko,db807ff4-810c-4054-9692-219c7790f005,0.1481481481481481,"The Korean saying 백지장도 맞들면 낫다 translates to ""Even a blank sheet of paper becomes lighter when two people hold it together"", emphasizing the power of cooperation.","The Koreans saying 백지장도 맞들면 낫다. translates to even a blank sheet of paper becomes lighter when two people hold it together, emphasizing the power of cooperation.","The, Korean, saying, translates, to, Even, a, blank, sheet, of, paper, becomes, lighter, when, two, people, hold, it, together, emphasizing, the, power, of, cooperation","백지장도, 맞들면, 낫다"
base_forced_ko,5c6c7f27-885c-474d-9be9-47831e48b167,0.1333333333333333,시험이 내일인데 아직 한 페이지도 안 봤어. I'm basically a professional procrastinator at this point.,시험이 내일인데 아직 한 페이지도 안 봤어 I'm basically a professional procrastinator at this point,"I'm, basically, a, professional, procrastinator, at, this, point","시험이, 내일인데, 아직, 한, 페이지도, 안, 봤어"
base_forced_ko,877793c7-77b2-4108-8e01-e9da537ebdad,0.125,customer feedback을 분석해보니까 UI 개선이 시급한 것 같아.,Customer feedback을 분석해보니까 UI 개선이 시급한 것 같아.,"customer, UI","을, 분석해보니까, 개선이, 시급한, 것, 같아"
base_forced_ko,3730e8c5-c6dc-401c-af47-56874bcd49cb,0.0833333333333333,오늘 회의가 너무 길어졌어. We should set a clear agenda next time.,오늘 회의가 너무 길어졌어. we should set a clear agenda next time.,"We, should, set, a, clear, agenda, next, time","오늘, 회의가, 너무, 길어졌어"
base_forced_ko,b5e78c5c-39de-4b04-86e0-a5750e012e36,0.0714285714285714,"I think we need to postpone the meeting, 다른 팀원들이 아직 준비가 안 됐어.",I think we need to postpone the meeting. 다른 팀원들이 아직 준비가 안 됐어.,"I, think, we, need, to, postpone, the, meeting","다른, 팀원들이, 아직, 준비가, 안, 됐어"
base_forced_ko,c393a198-db06-4a9b-b08e-6cbcbd90e515,0.0625,The new CEO wants to implement a 수직적 hierarchy structure similar to traditional 대기업 management styles.,The new CEO wants to implement a 수직적 hierarchy structure similar to traditional take-off management styles.,"The, new, CEO, wants, to, implement, a, hierarchy, structure, similar, to, traditional, management, styles",수직적
base_forced_ko,e4436480-9b46-4ccb-ad89-835f7555a914,0.0,real-time data processing을 개선하기 위해 distributed computing framework를 도입하였다.,real-time data processing을 개선하기 위해 distributed computing framework를 도입하였다.,"real-time, data, distributed, computing","을, 개선하기, 위해, 를, 도입하였다"
small_auto,6f5ef24f-ae9f-4d18-834b-17bc3530063b,1.0,"The project looks good on paper, but we need someone with real 현장 경험 to make it work.",선물 Margie rapper입니다. dies,"The, project, looks, good, on, paper, but, we, need, someone, with, real, to, make, it, work","선물, 입니다"
small_auto,cdd3387a-d730-4be1-ae63-0cf4f170665f,1.0,"Don't forget, in our company, 직급보다 연차가 더 중요한 분위기 still affects how teams work together.",도ienced luck과 함께 잘 mini-for you Netlose N Bet Netlose Perm,"Don't, forget, in, our, company, still, affects, how, teams, work, together","도, 과, 함께, 잘"
small_auto,31067df4-5710-44c3-9f13-4fcac4989dd9,1.0,"Does 눈치 mean ""social awareness"" or is it closer to ""reading the room""?","또는 시민 포셜 아웨니프, 또는 리딩 룸.","Does, mean, social, awareness, or, is, it, closer, to, reading, the, room","또는, 시민, 포셜, 아웨니프, 또는, 리딩, 룸"
small_auto,e4e133be-936f-4bca-9a96-9c8f794b6c58,1.0,"She's like ""진짜 바빠 죽겠어"" but then spends three hours watching TikTok videos.",진짜 바쁘게,"She's, like, but, then, spends, three, hours, watching, TikTok, videos","진짜, 바쁘게"
small_auto,37089181-71b5-4379-9131-ccb5fe7abae4,0.9,model training에는 stochastic gradient descent optimizer와 momentum scheduler를 병합하여 적용하였다.,"모델 트레이닝에는 스틸캐스틱, 그리에인, 디스엔, 옵티머셀과 모멘트 스케줄 룰을 병합하여 적용하였다.","model, stochastic, gradient, descent, momentum","모델, 트레이닝에는, 스틸캐스틱, 그리에인, 디스엔, 옵티머셀과, 모멘트, 스케줄, 룰을, 병합하여, 적용하였다"
small_auto,ef33b5f2-af00-4836-8214-ef304b257b38,0.875,오늘 presentation 준비하는데 PowerPoint slide가 너무 messy해서 frustrating하다,오늘의 프로젝트는 준비하는데 Powerpoint Slide가 너무 메시해서 frustrating 하다.,"presentation, PowerPoint","오늘의, 프로젝트는, 준비하는데, 가, 너무, 메시해서, 하다"
small_auto,fb9f941f-1a37-4445-b5af-f7c703b3ff16,0.8461538461538461,We should incorporate K-pop elements into our campaign—젊은 세대한테 appeal하기가 훨씬 쉬워질 거야.,우리는 우리의 캠페인에 의해 K-pop을 구성해야 할 것입니다. 젊은 세대한테 어필하기가 훨씬 쉬워질 것입니다.,"We, should, incorporate, K-pop, elements, into, our, campaign","우리는, 우리의, 캠페인에, 의해, 을, 구성해야, 할, 것입니다, 젊은, 세대한테, 어필하기가, 훨씬, 쉬워질, 것입니다"
small_auto,f56ed7f1-b4fc-4d9d-9bcb-108c7d8a2d27,0.8,"NLP 분야에서는 transformer 기반의 pretrained model을 fine-tuning하여, domain adaptation 성능을 benchmark dataset 상에서 비교 평가했다.","NLP 분야에서는 트랜스포머 기반의 pre-trained model, 방트닝 하여 더 마인 어땠지 신성능을 벤치너드 데이더스 대상에서 비교 평가했다.","NLP, transformer, pretrained, fine-, domain, adaptation, benchmark, dataset","분야에서는, 트랜스포머, 기반의, 방트닝, 하여, 더, 마인, 어땠지, 신성능을, 벤치너드, 데이더스, 대상에서, 비교, 평가했다"
small_auto,19376deb-9298-452c-9386-e392671cde39,0.75,제안된 deep learning model은 기존 baseline보다 accuracy와 precision 측면에서 significant improvement를 보였다.,제한된 딥러닝모델은 기존 베이슬라인보다 앨크로쉬와 프리시전 측면에서 시그니피컨트 인프로브먼트를 보였다.,"deep, learning, precision, significant","제한된, 딥러닝모델은, 기존, 베이슬라인보다, 앨크로쉬와, 프리시전, 측면에서, 시그니피컨트, 인프로브먼트를, 보였다"
small_auto,d173986c-44f1-4ae3-9935-11af65598db2,0.75,영화 runtime 몇 분이야?,영화를 한 타임 몇 분이야?,runtime,"영화를, 한, 타임, 몇, 분이야"
small_auto,b4512e66-3b40-43a5-99fd-48b8cb207c4c,0.7272727272727273,pull request 올리기 전에 test case 한 번 더 체크해 봐.,프로 리캐스트 올리기 전에 테스트 케이스 한번 더 체크해봐,"pull, request, test, case","프로, 리캐스트, 올리기, 전에, 테스트, 케이스, 한번, 더, 체크해봐"
small_auto,eb8c39fd-2168-4f72-8ab2-531d358a375e,0.7142857142857143,이번 project는 deadline이 tight해서 team work가 중요해.,"이번 프로젝트는 Deadline이 타이트 해퍼, T-MARK가 중요해.",team,"이번, 프로젝트는, 이, 타이트, 해퍼, 가, 중요해"
small_auto,b5e78c5c-39de-4b04-86e0-a5750e012e36,0.7142857142857143,"I think we need to postpone the meeting, 다른 팀원들이 아직 준비가 안 됐어.",다른 팀원들이 아직 준비가 안됐어,"I, think, we, need, to, postpone, the, meeting","다른, 팀원들이, 아직, 준비가, 안됐어"
small_auto,70994dd7-504d-4ed9-aa92-af3eae65d76a,0.7142857142857143,The model was trained using a combination of contrastive and generative objectives. 두 손실 함수의 균형이 최종 성능에 큰 영향을 미쳤다.,이 모델은 컨트라스틱과 전자레티브의 장점을 사용하여 두 손 실험수의 균형이 최종 성능의 큰 영향을 미쳤다.,"The, model, was, trained, using, a, combination, of, contrastive, and, generative, objectives","이, 모델은, 컨트라스틱과, 전자레티브의, 장점을, 사용하여, 두, 손, 실험수의, 균형이, 최종, 성능의, 큰, 영향을, 미쳤다"
small_auto,2becb78e-5ba4-43ce-a879-9a68c39e6bd3,0.7,"걔가 The New York Times 기사 link 보내줬는데 꽤 흥미롭더라.

",내가 뉴욕타임스 기사 링크 보내줬는데 꽤 흥미롭더라,"The, New, York, Times, link","내가, 뉴욕타임스, 기사, 링크, 보내줬는데, 꽤, 흥미롭더라"
small_auto,6a56122a-a59c-4c52-987a-227a962c367f,0.7,근데 present perfect 쓸 땐 왜 have랑 과거분사가 같이 나와?,근데 Present Perfect for then 왜 해브랑 과거 분사가 같이 나와?,"present, perfect","근데, 왜, 해브랑, 과거, 분사가, 같이, 나와"
small_auto,a573d0f7-d201-4041-9a04-bacb6e85f744,0.6666666666666666,Lumbar drain 진행하겠습니다.,런바 드레인 진행하겠습니다.,"Lumbar, drain","런바, 드레인, 진행하겠습니다"
