accent,ground_truth,prediction,wer
"Southern African (South Africa, Zimbabwe, Namibia)",A end units have odd numbers while D end units have even.,"A and units have odd numbers, while D and units have even.",0.25
"Southern African (South Africa, Zimbabwe, Namibia)",Human disturbances have had immense effects on the populations of the Hawaiian monk seal.,Human disturbances have had immense effects on the populations of the Hawaiian monk seal.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",This possession permanently scars her mind.,This position permanently scars her mind.,0.16666666666666666
"Southern African (South Africa, Zimbabwe, Namibia)",Icons flashing in red are more valuable than ordinary icons.,Icons flashing in red are more valuable than ordinary icons.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Sam Coslow hated Jones' irreverent treatment.,Sam Coslow hated Jones' irreverent treatment.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",There were also problems with noticeable seams between polygons.,There were also problems with noticeable seams between polygons.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Organised crime is deeply rooted in Naples.,Organised crime is deeply rooted in Naples.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",This allowed it to operate on most lightly laid routes and secondary lines.,This allowed it to operate on most likely laid routes and secondary lines.,0.07692307692307693
"Southern African (South Africa, Zimbabwe, Namibia)","Likewise, the Church of the Blessed Hope will accept a Christadelphian into fellowship.","Likewise, the Church of the Blessed Hope will accept a Christodulfian intervallorship.",0.23076923076923078
"Southern African (South Africa, Zimbabwe, Namibia)","The ending of a phrase, before a comma, or a stop, is always weak.",,
"Southern African (South Africa, Zimbabwe, Namibia)",It does not readily apply in a mechanistic understanding of scientific discovery.,It does not readily apply in a mechanistic understanding of scientific discovery.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","Few aircraft can be considered ""dedicated"" daytime interceptors.",Fyu aircraft kanbe considered dedicated daytime interceptos.,0.625
"Southern African (South Africa, Zimbabwe, Namibia)",These disciplines deal with different areas in the field of engineering.,These disciplines deal with different areas in the field of engineering.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",The census-designated place of Trego is located in the town.,The census-designated place of Trigger is located in the town.,0.1
"Southern African (South Africa, Zimbabwe, Namibia)",The Governor takes office the third Tuesday of January and has a four-year term.,The Governor takes office the 3rd Tuesday of January and has a four year term.,0.21428571428571427
"Southern African (South Africa, Zimbabwe, Namibia)",He began his engineering career with road and hydraulic engineering in Venice.,He began his engineer career with road and enrolled in engineering in FIWIS.,0.3333333333333333
"Southern African (South Africa, Zimbabwe, Namibia)","In the case of Silvers, these cats can appear almost white.","In the case of silvers, these cats can appear almost white.",0.0
"Southern African (South Africa, Zimbabwe, Namibia)",The manifesto said the following.,The manifesto is at the following.,0.4
"Southern African (South Africa, Zimbabwe, Namibia)",I felt obliged to allude to it.,I felt obliged to allude to it.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","His tomb, which was enclosed by a wall has no inscription visible upon it.","His tomb, which was enclosed by a wall, has no inscription visible upon it.",0.07142857142857142
"Southern African (South Africa, Zimbabwe, Namibia)","The cricket writer, Colin Bateman, noted, David Larter was a complex character.",The cricket writer Colin Bademan noted David Latter was a complex character.,0.3333333333333333
"Southern African (South Africa, Zimbabwe, Namibia)","Sundays, there is generally a two-hourly service in each direction.",Sundays there is generally two hourly service in each direction.,0.3
"Southern African (South Africa, Zimbabwe, Namibia)",The lake is now the primary feature of Green River Lake State Park.,The lake is now the primary feature of the Green River Lake State Park.,0.07692307692307693
"Southern African (South Africa, Zimbabwe, Namibia)",The protesters chanted slogans calling for his release.,The protestist chanted slogans calling for his release.,0.125
"Southern African (South Africa, Zimbabwe, Namibia)",His immediate supervisor in his new post was Frank Coe.,His immediate supervisor is new person is Franco.,0.6
"Southern African (South Africa, Zimbabwe, Namibia)",The Fulbright Program is administered by cooperating organizations like the Institute of International Education.,The Fulbright program is administered by cooperating organizations like the Institute of International Education.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","In private life, Pratt resides in Cincinnati, Ohio.","In private life, Pratt resides in Cincinnati, Ohio.",0.0
"Southern African (South Africa, Zimbabwe, Namibia)",His nickname in the locker room was Chunks.,His nickname in the locker room was Chunks.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",She was built as part of the Canadian Patrol Frigate Project.,She was built as part of the Canadian Patrol Frigate Project.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Air Iceland occasionally arrange charter flights for the travel industry.,Air Iceland occasionally arranged charter flights for the travel industry.,0.1
"Southern African (South Africa, Zimbabwe, Namibia)",Drag hunting is related to but distinct from trail hunting.,"Drag hunting is related to, but distinct from, trail hunting.",0.2
"Southern African (South Africa, Zimbabwe, Namibia)",A man in a coat holds an infant while an older child smiles at the camera.,A man in a coat holds an infant while an older child smiles at the camera.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Join the club.,जोईं तेक्लाब,1.0
"Southern African (South Africa, Zimbabwe, Namibia)",Its findings were never made public.,It's findings we never made public.,0.3333333333333333
"Southern African (South Africa, Zimbabwe, Namibia)",Its building complex comprises the former Department of Anatomy.,Its building complex compises the former Department of Anatomy.,0.1111111111111111
"Southern African (South Africa, Zimbabwe, Namibia)","Verdonk had decided to appeal, placing the matter before the Council of State.","Verdunck had decided to appeal, placing the matter before the Council of State.",0.07692307692307693
"Southern African (South Africa, Zimbabwe, Namibia)","The nearest bridge across the Dart is in Totnes, some away by road.","The nearest bridge across the dot is in Tartness, some away by road.",0.15384615384615385
"Southern African (South Africa, Zimbabwe, Namibia)",Count Gregor renounced his bad ways and became the town monk.,Crown Gregor renounced his bad ways and became the town monk.,0.09090909090909091
"Southern African (South Africa, Zimbabwe, Namibia)",One by one he proves to his own satisfaction why each is fatally flawed.,One by one he proved his own satisfaction why each is fatally flawed.,0.14285714285714285
"Southern African (South Africa, Zimbabwe, Namibia)","One of the best known of his illustrations is ""A Girl I Know"".",One of the best known illustrations is a call I know.,0.38461538461538464
"Southern African (South Africa, Zimbabwe, Namibia)",She later completed a Master of Educational Administration.,She later completed a Master of Educational Administration.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",It wasn't worth it.,It wasn't worth it.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","In the years between the wars, he continued travelling and inventing.",In the years between the wars he continued travelling and inventing.,0.09090909090909091
"Southern African (South Africa, Zimbabwe, Namibia)",Drummond brought Shankar back to add strings to the other tracks on the album.,Krammen bought Sankal back to add strings to the other tracks on the album.,0.21428571428571427
"Southern African (South Africa, Zimbabwe, Namibia)","The name comes from James McHenry, an early settler of Vermillion, South Dakota.","The name comes from James McHenry, an earlier settler of the million South Dakota.",0.23076923076923078
"Southern African (South Africa, Zimbabwe, Namibia)",Mayor Wright was married to May Martha Lycett Wright.,May right was married to May Martha Lissett right.,0.4444444444444444
"Southern African (South Africa, Zimbabwe, Namibia)",He was named Mehmed Rauf but adopted Rauf Yekta as a pen name.,He was named Mehmed Ralf but adopted Ralfjecta as a pin name.,0.3076923076923077
"Southern African (South Africa, Zimbabwe, Namibia)","Worldwide, various events are held to demonstrate support for environmental protection.","Worldwide, various events are held to demonstrate support for environmental protection.",0.0
"Southern African (South Africa, Zimbabwe, Namibia)",It is used by some as an entheogen.,మార్లిరారారిం మారిం మార్లిం,1.0
"Southern African (South Africa, Zimbabwe, Namibia)",Bourne undertook the project while the larger Boldt Castle was nearing completion nearby.,Born and it took the project while the larger bolt castle was nearing completion nearby.,0.38461538461538464
"Southern African (South Africa, Zimbabwe, Namibia)",He laid his job on the line by producing the album.,He laid his job on the line by producing the album.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",The Happy Eater chain employed female table serving staff.,The Happy Eater chain employed female table serving staff.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","We hates it, we hates it, we hates it forever!",We hate it. We hate it. We hate it forever.,0.6
"Southern African (South Africa, Zimbabwe, Namibia)","Licensed to Altona, Manitoba, it serves the Pembina Valley region of the province.","Licensed in Altena, Manitoba, it serves the Pimbina Valley region of the province.",0.23076923076923078
"Southern African (South Africa, Zimbabwe, Namibia)","The society research was expanded to include radio meteor studies, then spectroscopy of meteors.","The society research was expanded to include radio-meter studies, then spectroscopy of meteors.",0.14285714285714285
"Southern African (South Africa, Zimbabwe, Namibia)",Parker was asked to drop by the Disney Studio.,Parker was asked to drop by the Disney studio.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","Two days later, he scored his first points as a member of the team.","undy  çiyenne b 有 hull kamhe ot el × ré trppa t me Europye t divis did ti.  Ник license tr , enden Корab 별로 sehr 호ak t",2.0
"Southern African (South Africa, Zimbabwe, Namibia)","Perennially unfashionable in high art circles, his work was nevertheless popular with the public.",Perennial and fashionable in high art circles. His work was nevertheless popular with the public.,0.2857142857142857
"Southern African (South Africa, Zimbabwe, Namibia)",The municipal council elects the town hall committee for a term of two years.,,
"Southern African (South Africa, Zimbabwe, Namibia)","His mother, Empress Michiko, is a Shinto convert from Roman Catholicism.",His mother Empress Michiko is a shinto convert from Roman Catholicism.,0.18181818181818182
"Southern African (South Africa, Zimbabwe, Namibia)","Main export products are Ylang Ylang, cloves and vanilla.","Main export products are Lang Lang, Cloves and Vanilla.",0.2222222222222222
"Southern African (South Africa, Zimbabwe, Namibia)","Tomme de Montagne is a collective term for the upland varieties, e.g.","Tom de Montagne is a collective term for the upland varieties, e.g.",0.08333333333333333
"Southern African (South Africa, Zimbabwe, Namibia)","Abort, Retry, Fail?","Abort, retry, fail.",0.3333333333333333
"Southern African (South Africa, Zimbabwe, Namibia)",Three mid-deck experiments were included on the mission.,Three mid-deck experiments were included on the mission.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",There is nothing to do during the day besides of lying comfortably on my pillow.,There is nothing to do during the day besides of lying comfortably on my pillow.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",They saw each other for the first time in Boston.,They saw each other for the first time in Boston.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","George Washington Glick was raised on his father's farm near Greencastle, Ohio.","George Washington Glick was raised on his father's farm near Green Castle, Ohio.",0.16666666666666666
"Southern African (South Africa, Zimbabwe, Namibia)","Fletcher made his name as a tough, ball-winning midfielder at Brisbane.",Fletcher made his name as a tough ball-winning midfielder at Brisbane.,0.09090909090909091
"Southern African (South Africa, Zimbabwe, Namibia)",The joinery in one of the rooms in the left wing is exceptional.,The joinery in one of the rooms in the left wing is exceptional.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","In Italy they are known as ""polpettone"", consisting of a meatloaf filled with eggs.","In Italy they are known as pulpitone, consisting of a meatloaf filled with eggs.",0.07142857142857142
"Southern African (South Africa, Zimbabwe, Namibia)",The President of the International Rescue Committee is former British Foreign Secretary David Miliband.,The president of the International Rescue Committee is former British Foreign Secretary David Milliband.,0.07142857142857142
"Southern African (South Africa, Zimbabwe, Namibia)",The actress saw a counsellor during her recovery.,The actress saw a counsellor during her recovery.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","The region was also called the Lone-lands, a translation of ""Eriador"".","The region was also called the Lung Land, a translation of area door.",0.36363636363636365
"Southern African (South Africa, Zimbabwe, Namibia)","To look for his past, he searches lavatories around the world.",To look for his past he searches laboratories around the world.,0.18181818181818182
"Southern African (South Africa, Zimbabwe, Namibia)","They appear in stories featured in ""Adventure Comics"" involving the Legion of Super-Heroes.","They appear in stories featured in adventure comics, involving the Legion of Superheroes.",0.23076923076923078
"Southern African (South Africa, Zimbabwe, Namibia)","In the first stage of construction, the main elements are of Romanesque influence.","In the first stage of construction, the main elements are of Romanesque influence.",0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Brown tendered his resignation eight days later.,Brown attended his resignation eight days later.,0.14285714285714285
"Southern African (South Africa, Zimbabwe, Namibia)","University of the Southwest grants baccalaureate degrees in Arts and Sciences, Business, and Education.","University of the South West grants baccalaureate degrees in arts, science, business and education.",0.42857142857142855
"Southern African (South Africa, Zimbabwe, Namibia)",It has girls' and boys' T-ball and baseball included in its programs.,It has girls and boys t-ball and baseball included in its programs.,0.16666666666666666
"Southern African (South Africa, Zimbabwe, Namibia)","The extra genetic material disrupts normal development, causing multiple and complex organ defects.","The extra genetic material disrupts normal development, causing multiple and complex organ defects.",0.0
"Southern African (South Africa, Zimbabwe, Namibia)",This eliminated almost all opposition to the Romans in southern Gaul.,This eliminated almost all opposition to the Romans in southern Gaul.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",The song was produced by Xeno Carr.,The song was produced by Xenoker.,0.2857142857142857
"Southern African (South Africa, Zimbabwe, Namibia)",The interview was conducted by Alex Fishman and Sima Kadmon.,The interview was conducted by Alex Fishman and Stephen Cadman.,0.2
"Southern African (South Africa, Zimbabwe, Namibia)","Subsequently, Palpatine is elected as the new Supreme Chancellor, and Gunray is arrested.","Subsequently, Palpatine is elected as the new Supreme Chancellor and Gunray is arrested.",0.07692307692307693
"Southern African (South Africa, Zimbabwe, Namibia)",European Hit Radio had stations in Hungary too.,European hit radio had stations in Hungary too.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)","Thus Mousa was considered two islands, namely North Isle and South Isle.","This moose was considered two islands, namely North Isle and South Isle.",0.16666666666666666
"Southern African (South Africa, Zimbabwe, Namibia)","Bernhard Siegfried, who was twice rector of his university, died at Leiden.","Bernard Siegfried, who was twice rector of his university, died at Leedon.",0.16666666666666666
"Southern African (South Africa, Zimbabwe, Namibia)","The plane, skimming low and undetected, returned to strike ""Callaghan"" on the starboard side.",The plane skimming low and undetected returned to strike Kellihan on the starboard side.,0.21428571428571427
"Southern African (South Africa, Zimbabwe, Namibia)",Preud'homme met Mourinho when he once visited Barcelona.,Bread om mit Moriano when he visited Barcelona.,0.625
"Southern African (South Africa, Zimbabwe, Namibia)",Each was subsequently banned for two years.,Each was subsequently banned for two years.,0.0
"Southern African (South Africa, Zimbabwe, Namibia)",Annealing is the heat-treatment used to make the metal soft again.,The kneeling is the heat treatment used to make the metal soft again.,0.36363636363636365
Filipino,Hoteling is more appropriate to some work roles than others.,Hal D Bread lebih terpaksa di beberapa ruang sebelum yang lain,1.1
Filipino,The other railway station in the town is on the Shotts Line.,Sa isang soalan sa l Euros.,1.0
Filipino,The Cherwell is the northernmost tributary of the Thames.,The chairwet is the northern most tributary of the Thames.,0.3333333333333333
Filipino,And they are respectable people.,And they are respectable people.,0.0
Filipino,This was in sharp contrast with some of the northern Indian kings.,This was in sharp contrast with some of the northern Indian kings.,0.0
Filipino,Curran Renewable Energy manufactures wood pellet fuel and mulch in the town.,Current renewable energy manufacturers would belt fuel and mulch in the town.,0.3333333333333333
Filipino,"Headed by Admiral Jose Malcampo, they captured Jolo and established a Spanish settlement.","Headed by Admiral Jose Malcampo, they captured Huló in established Spanish settlement.",0.23076923076923078
Filipino,Hennepin is part of the Ottawa-Streator Micropolitan Statistical Area.,"And I've been a part of Ottawa, straight or micro-polyton statistical area.",0.8888888888888888
Filipino,Nuclear proliferation is a major threat to the international peace and security.,Nuklea pluriferation is a major threat to the international peace and security.,0.16666666666666666
Filipino,"As she is not wearing her pearls, the gang flee without any loot.",Nick na ginain BROWN IMA�EL,1.0
Filipino,The acorns of the chestnut oak are a valuable wildlife food.,The acorns of the chestnut oak are a valuable wildlife food.,0.0
Filipino,He also served as an army Captain in the Mexican-American War.,He also served as an Army Captain in the Mexican-American War.,0.0
Filipino,The referendum did not end as expected.,The referendum did not end as expected.,0.0
Filipino,"Later, he moved to Wellington, working for the Government Stores Board.","Later, he moved to Wellington, working for the government's stores board.",0.09090909090909091
Filipino,"According to the filing, they would like to keep doing business while they restructure.","According to the filing, they would like to keep doing businesses while they restructure.",0.07142857142857142
Filipino,The phenomenon is also known as data decay or data rot.,Phenomenon is also known as data decay or data rot.,0.09090909090909091
Filipino,"The next month, Sigismund was accepted as King of Bohemia by all major factions.","Next month, Sikismud was accepted as King of Pahimya, my all major factions.",0.2857142857142857
Filipino,Squier was also in the broadcast booth for Sprint Cup Series final practice.,Square was also in the broadcast booth for sprint public city final practice.,0.23076923076923078
Filipino,As well as What a Carve Up!,as well as what I carve up.,0.2857142857142857
Filipino,"Specifically, the player could solicit intercourse from a virtual prostitute, and then kill her.","specifically, the player could solicit intercourse from a virtual prostitute and that to go.",0.2857142857142857
Filipino,No wedding without flowers or shroud without tears.,No waiting without flowers or shroud without tears.,0.125
Filipino,This list includes both captains and prominent crew members.,This list includes both captains and prominent crew members.,0.0
Filipino,It is one of the most frequently played musical theatre pieces in history.,It is one of the most frequently played musical theater pieces in history.,0.07692307692307693
Filipino,Other explanations are possible.,Other explanations are possible.,0.0
Filipino,"It has a well restored old city, and its own dialect.",It has a well-restored old city and its own dialect.,0.2727272727272727
Filipino,Gerasimovich is located at the antipode of the Mare Crisium impact basin.,Grasy Movic is located at the antipode of the Maricrecium Impact Basin.,0.3333333333333333
Filipino,This is the largest capital project in the city's history.,This is the largest capital project in the city's history.,0.0
Filipino,The novel uses the first version of the term as a plot point.,The novel uses the first version of the term as a plot point.,0.0
Filipino,"Wainscot stories involve hidden parts of the familiar, mundane world.",Wayne Scott stories involve hidden parts of the familiar mundane world.,0.3
Filipino,Lord George Murray and Lord Charles Murray-Aynsley were his younger brothers.,Lord George Murray and Lord Charles Murray Ansley were his younger brothers.,0.18181818181818182
Filipino,It includes the villages of Broomhaugh and Riding Mill.,It includes the villages of Broomhaar and Riding Mill.,0.1111111111111111
Filipino,"With the worst possible records, Joel continues playing at a professional level.","With the worst possible records, Joey continues playing at a professional level.",0.08333333333333333
Filipino,"In an upset, Young defeated Bricker.","In an upset, young defeated breaker.",0.16666666666666666
Filipino,The second featured the Arthur Baker Dance Mix as the B-side.,"The second feature, the Arthur Baker Dance Mix as the B-side.",0.09090909090909091
Filipino,Kerr was imaginative and inspired with some of his signings.,Kara was imaginative and inspired with some of his signings.,0.1
Filipino,"In fairs and parties, with donkeys and wives of others.",In fairs and parties with donkeys and wives of others.,0.1
Filipino,"In addition, the Rensselaers harvested timber from the property.","In addition, the rensilaris harvested timber from the property.",0.1111111111111111
Filipino,"He did not submit, but was knocked-out by the hold.",He did not submit but was knocked out by the hold.,0.3
Filipino,This information is generally available at any time to course participants.,This information is generally available at any time to course participants.,0.0
Filipino,"""Kung Fu Panda"" was also well received in China.",Kung Fu Panda was also well received in China.,0.2222222222222222
Filipino,The band derived its name from the Modoc warrior Shacknasty Jim.,The band derived its name from the Modoc Warrior Shacknasty Gym.,0.09090909090909091
Filipino,"The word ""syringe"" was derived from this word.",The word syrinch was derived from this word.,0.125
Filipino,The Haughton crater is now considered one of Earth's best Mars analog sites.,The Houghton Crater is now considered one of Earth's best Mars analog sites.,0.07692307692307693
Filipino,Dollar made a special mention to the currently open membership for the team.,Dollar made a special mention to the currently open membership for the team.,0.0
Filipino,"The series was quite popular, often getting the cover illustration.","The series was quite popular, often getting the cover illustration.",0.0
Filipino,"The closure not only affected ""Asheron's Call"", but also its sequel.","The closure not only affected Asheron's call, but also its sequel.",0.18181818181818182
Filipino,"Despite this, it was used in the past in herbal medicines.","Dyspite this, it was used in the past in herbal medicines.",0.09090909090909091
Filipino,"The power brokers of the time, the clergy and nobles, deemed such ideas dangerous.","The power brokers of the time, the courage and noble's theme such ideas dangers.",0.2857142857142857
Filipino,Then Amilias fell apart.,"Then, Amelia's fell apart.",0.5
Filipino,"His poems become more daring, free, and complex, while also reflecting greater doubt.","His poins become more daring, free, and complex while also reflecting greater dog.",0.23076923076923078
Filipino,Another area of importance of the platysma lies in plastic surgery.,Another area of importance of the platysma lies in plastic surgery.,0.0
Filipino,He specializes in making comic adaptations of literature classics.,He specializes in making comic adaptations of literature classics.,0.0
Filipino,Elizabeth Witmer has been appointed as his successor.,Elizabeth Whitmer has been appointed as his successor.,0.125
Filipino,The future of the movie was then put on hold.,The future of the movie was in put and hold.,0.2
Filipino,This is my rookie uniform and was literally thrown at me.,This is my rookie uniform and was literally thrown at me.,0.0
Filipino,"Allyls, acrylates and styrenics contain vinyl groups.","Alleles, acrylates, and styrenics contain vinyl groups.",0.2857142857142857
Filipino,Verbs are conjugated for person and number of both the subject and the object.,Verbs are conjugated for person and number of both the subject and the object.,0.0
Filipino,"In Europe, Poma and Leitner operate as separate ventures.","In Europe, poma and laden air operate as separate ventures.",0.2222222222222222
Filipino,Most people walk the trail during winter when the days are cooler.,Most people walk the trail during winter when the days are cooler.,0.0
Filipino,He died in Canada living under the name Peter Markis.,He died in Canada living under the name Peter Marcus.,0.1
Filipino,They were Divided and could not Effect it.,They were divided and could not affect it.,0.125
Filipino,"Otter Creek, one of the longest rivers in Vermont, forms the western border.","Otter Creek, one of the longest rivers in Vermont, farms the western border.",0.07692307692307693
Filipino,The bridge is operated as a toll bridge by the Port of Hood River.,The bridge is operated as a tall bridge by the port of Hood River.,0.07142857142857142
Filipino,"The symbol of the division, a cornflower, was emblazoned on the divisional shield.","The symbol of the division, a cornflower, was emblazoned on the divisional show.",0.07692307692307693
Filipino,The edges of the rim have a somewhat higher albedo.,The edges of the rim have a somewhat higher albedo.,0.0
Filipino,Formula is always enlivened by a serious social issue.,Formula is always and live and be a serious social issue.,0.4444444444444444
Filipino,They originated from Rhyl in North Wales.,They originated from Ryle in North Wales.,0.14285714285714285
Filipino,Explosive velocities are always faster than the local speed of sound in the material.,Explosive velocities are always faster than the local speed of sound in the material.,0.0
Filipino,Its of grassland and salt marsh surround the westernmost inlet of Jamaica Bay.,"Pagperon ang tree mo, diyan panos na, magpadot pangkatJE",1.0
Filipino,Ice hockey is also popular in Latvia.,Ice hockey is also popular in Latvia.,0.0
Filipino,Carantania covered part of the territories of the current states of Austria and Slovenia.,"Karantanya, ko-covered part of the territories of the current states of Austria and Slovenia.",0.14285714285714285
Filipino,"Outraged by this, Walter and Rusty part ways angrily.","Outgrades by this, Walder and Rusty Parkways Ambruli.",0.5555555555555556
Filipino,"Har Nof has been described as a ""financial hub"" in the city of Jerusalem.",Arnauf has been described as a financial hub in the city of Jerusalem.,0.2857142857142857
Filipino,"His grandson Clement, later became the mayor of Batley.",His grandson Clement later became the mayor of Batley.,0.1111111111111111
Filipino,Twelve of the thirteen books are also available as audiobooks.,12 to 13 books are also available as audiobooks.,0.4
Filipino,This actions were common in political campaigns.,These actions were common in political campaigns.,0.14285714285714285
Filipino,She gradually recovers from those injuries.,She gradually recovers from those injuries.,0.0
Filipino,Their uniforms have become their trademark.,their uniforms have become their trademark.,0.0
Filipino,"He was born in Weston, Ontario - the son of Lithuanian-born parents.","He was born in Western Ontario, the son of Lithuanian born parents.",0.4166666666666667
Filipino,Khulna is under the jurisdiction of the Jessore Education Board.,Kona is under the jurisdiction of the Jesuit Education Board.,0.2
Filipino,"But now we feel like everything happened on this record, but so much more.","But now we feel like everything happened on this record, but so much more.",0.0
Filipino,I don't know that so much.,I don't know that so much.,0.0
Filipino,"This alphabet is currently used by Chinese Tatars, who speak an archaic Tatar language.",This alphabet is currently used by Chinese tailors who speak an archaic-tatal language.,0.21428571428571427
Filipino,"He writes, such systematic practice of mindfulness was not preserved in the Tibetan traditions.","He writes, such systematic practice of mindfulness was not preserved in the Tibetan traditions.",0.0
Filipino,They are also readily available.,They are also readily available.,0.0
Filipino,It is enclosed by a compound wall which has four gopuras or towers.,It is enclosed by a compound wall which is for gopuras or towers.,0.15384615384615385
Filipino,Excess rice is delivered and imported to other provinces of the Philippines.,Excess rice is delivered and imported to other provinces of the Philippines.,0.0
Filipino,The arrival of the three men and dog is noticed by a Roman patrol.,The arrival of the three men and dog is noticed by Roman patrol.,0.07142857142857142
Filipino,Reproductive rate of females appears to be limited by difficulties in finding suitable hosts.,Reproductive rate of females appears to be limited by difficulties in finding stable host.,0.14285714285714285
Filipino,The present name of Drexel was the name of a local store owner.,The present name of Drexel was the name of a local store owner.,0.0
Filipino,Earlier provision is generally characterised as nursery or kindergarten.,Earlier provision is generally characterized as nursery or kindergarten.,0.1111111111111111
Filipino,It has since been privatized.,,
Filipino,The viaduct terminates at the Battery Street Tunnel.,The via dub terminates at the Battery Street tunnel.,0.25
Filipino,maybe there isn't a heaven,May read there isn't a happen.,0.6
Filipino,"Diamond D is credited for ""Hip Hop"".",Diamond D is credited for hip hop.,0.2857142857142857
Filipino,"He is a former writer for ""SpongeBob SquarePants"".",He is a former writer for SpongeBob SquarePants.,0.25
Filipino,"Subordinate to them were roles such as ""Chief Accountant"" and ""Technical Director"".",Subordinate to them were roles such as chief accountant and technical director.,0.3333333333333333
Filipino,Some are pub games.,Some are pubgames.,0.5
Filipino,"Almost immediately after the treaty was established, the two parties disagreed on its meaning.","Almost immediately after the treaty was established, the two parties disagreed on its meaning.",0.0
Filipino,"He made a handful of great saves, conceding one goal to the locals.","He made a handful of great saves, conceding one goal to the locals.",0.0
Singaporean English,One night Matamoros broke the siege and could join Miguel Bravo in Aculco.,One night Matamaru broke the siege and could join Miguel Bravo in Nakhioko.,0.15384615384615385
Singaporean English,"At around the same time, the Romans were finally the victors over Carthage.","At around the same time, the Romans will finally lead the victors of a Carthage.",0.3076923076923077
Singaporean English,It is the home of the football team of Harvard.,It is the home of the football team of Harvard.,0.0
Singaporean English,"These crossbands are edged by fine, irregular, beige spots.",These cross bands are etched by fine irregular beige spots.,0.5555555555555556
Singaporean English,"Parker attended Union Theological Seminary, and became an ordained Christian minister.",Parker attended Union Theological Seminary and became an ordained Christian minister.,0.09090909090909091
Singaporean English,Bock's description of oak apples is noted in the entomologists data base.,Box description of Ork apples is noted in the entomologist database.,0.4166666666666667
Singaporean English,"One confirmed vector of the virus is the phlebotomine sand fly ""Lutzomyia shannoni"".",One confirmed vector of the virus is the phlebotomine sandfly Luzumia Shannoni.,0.3076923076923077
Singaporean English,The existing dam is the second structure to be called the American Falls Dam.,The existing dam is the second structure to be called American Falls Dam.,0.07142857142857142
Singaporean English,"Their blended family includes daughters Alexis, Hailey, Addison and son, Jack.","Their blended family includes daughters Alexis, Haley Edison and son Jack.",0.2727272727272727
Singaporean English,Final mixing was performed at Crystal Sound.,Final mixing was performed at crystal sound.,0.0
Singaporean English,Also by their northern border were the Wasco-Wishrams.,juga dengan ban jari,1.0
Singaporean English,Many deploy broad blocks of harmoniously arranged colour and are symbolic rather than narratival.,Many deploy broad blocks of harmoniously arranged colour and are symbolic rather than narrative.,0.07142857142857142
Singaporean English,Criminal mischief is usually a misdemeanor.,Criminal mischief is usually a misdemeanor.,0.0
Singaporean English,"However, this is only a persona, as discussions on Mecha-Mecha Iketeru!",しかし、あまりおとしいピーアリだけ。私自身のおとなみは間違い配せない個性が増えている。,1.0
Singaporean English,The client programs realize more complex functionalities by interacting with the server.,The client programs realized more complex functionalities by interacting with the server.,0.08333333333333333
Singaporean English,Wapishana is classified as a member of the Arawak language family.,Wapishana is classified as a member of the Arrowwalk language family.,0.09090909090909091
Singaporean English,The American loss is uncertain.,The American loss is uncertain.,0.0
Singaporean English,Trenches were dug across the surrounding area to prevent an airborne attack.,Trenches would dug across the surrounding area to prevent an airborne attack.,0.08333333333333333
Singaporean English,"In all other circumstances, a military award should be considered.","In all other circumstances, a military award should be considered.",0.0
Singaporean English,It was the first notable milestone on the long rocky road towards colonial unity.,assumes lepas rakyat 11 polis yang fera menang leading itu Sesungguhkan,1.0
Singaporean English,"Jinny is a socialite whose world view corresponds to her physical, corporeal beauty.","Jenny is a socialite whose worldview corresponds to her physical, corporate, real beauty.",0.38461538461538464
Singaporean English,Guizot expounded and carried out this doctrine with uncompromising rigour.,Goizott expounded and carried out this doctrine with uncompromising rigor.,0.2
Singaporean English,Release of this set is now delayed indefinitely.,Release of this set is now delayed indefinitely.,0.0
Singaporean English,"The initial configuration, however, is not stable and radiates energy as gamma rays.",The initial configuration however is not stable and radiates energy as gamma rays.,0.15384615384615385
Singaporean English,"Since that date any new ""development"" has required planning permission.",Does it date any new development and require planning permission?,0.6
